,title,year,vote_count,vote_average,popularity,imdb_id,poster_path,wr,genre
18,Ace Ventura: When Nature Calls,1995,1128,6,8.205447999999999,tt0112281,/wRlGnJhEzcxBjvWtvbjhDSU1cIY.jpg,5.97790575285871,Comedy
18,Ace Ventura: When Nature Calls,1995,1128,6,8.205447999999999,tt0112281,/wRlGnJhEzcxBjvWtvbjhDSU1cIY.jpg,5.97790575285871,Adventure
19,Money Train,1995,224,5,7.3379059999999985,tt0113845,/jSozzzVOR2kfXgTUuGnbgG2yRFi.jpg,5.032273196983804,Action
19,Money Train,1995,224,5,7.3379059999999985,tt0113845,/jSozzzVOR2kfXgTUuGnbgG2yRFi.jpg,5.032273196983804,Comedy
19,Money Train,1995,224,5,7.3379059999999985,tt0113845,/jSozzzVOR2kfXgTUuGnbgG2yRFi.jpg,5.032273196983804,Crime
20,Get Shorty,1995,305,6,12.669608,tt0113161,/vWtDUUgQAsVyvRW4mE75LBgVm2e.jpg,5.924266916878529,Comedy
20,Get Shorty,1995,305,6,12.669608,tt0113161,/vWtDUUgQAsVyvRW4mE75LBgVm2e.jpg,5.924266916878529,Thriller
20,Get Shorty,1995,305,6,12.669608,tt0113161,/vWtDUUgQAsVyvRW4mE75LBgVm2e.jpg,5.924266916878529,Crime
21,Copycat,1995,199,6,10.701801,tt0112722,/80czeJGSoik22fhtUM9WzyjUU4r.jpg,5.889813239578634,Drama
21,Copycat,1995,199,6,10.701801,tt0112722,/80czeJGSoik22fhtUM9WzyjUU4r.jpg,5.889813239578634,Thriller
22,Assassins,1995,394,6,11.065939,tt0112401,/xAx5MP7Dg4y85pyS7atX6eWk4Qd.jpg,5.940015151452854,Action
22,Assassins,1995,394,6,11.065939,tt0112401,/xAx5MP7Dg4y85pyS7atX6eWk4Qd.jpg,5.940015151452854,Adventure
22,Assassins,1995,394,6,11.065939,tt0112401,/xAx5MP7Dg4y85pyS7atX6eWk4Qd.jpg,5.940015151452854,Crime
22,Assassins,1995,394,6,11.065939,tt0112401,/xAx5MP7Dg4y85pyS7atX6eWk4Qd.jpg,5.940015151452854,Thriller
23,Powder,1995,143,6,12.133094,tt0114168,/1uRKsxOCtgz0xVqs9l4hYtp4dFm.jpg,5.8549518916487076,Drama
23,Powder,1995,143,6,12.133094,tt0114168,/1uRKsxOCtgz0xVqs9l4hYtp4dFm.jpg,5.8549518916487076,Fantasy
23,Powder,1995,143,6,12.133094,tt0114168,/1uRKsxOCtgz0xVqs9l4hYtp4dFm.jpg,5.8549518916487076,Science Fiction
23,Powder,1995,143,6,12.133094,tt0114168,/1uRKsxOCtgz0xVqs9l4hYtp4dFm.jpg,5.8549518916487076,Thriller
24,Leaving Las Vegas,1995,365,7,10.332025,tt0113627,/37qHRJxnSh5YkuaN9FgfNnMl3Tj.jpg,6.8504423178491765,Drama
24,Leaving Las Vegas,1995,365,7,10.332025,tt0113627,/37qHRJxnSh5YkuaN9FgfNnMl3Tj.jpg,6.8504423178491765,Romance
26,Now and Then,1995,91,6,8.681325,tt0114011,/wD6rLdD2Ix3u9YLgE3Do8GyCHoz.jpg,5.794611878574572,Comedy
26,Now and Then,1995,91,6,8.681325,tt0114011,/wD6rLdD2Ix3u9YLgE3Do8GyCHoz.jpg,5.794611878574572,Drama
26,Now and Then,1995,91,6,8.681325,tt0114011,/wD6rLdD2Ix3u9YLgE3Do8GyCHoz.jpg,5.794611878574572,Family
27,Persuasion,1995,36,7,2.228434,tt0114117,/si8911IezMvAnQFDvyg1nKzDlD.jpg,6.147521211740305,Drama
27,Persuasion,1995,36,7,2.228434,tt0114117,/si8911IezMvAnQFDvyg1nKzDlD.jpg,6.147521211740305,Romance
28,The City of Lost Children,1995,308,7,9.822423,tt0112682,/eVo6ewq4akfyJYy3GXkMsLNzEJc.jpg,6.825516037490705,Fantasy
28,The City of Lost Children,1995,308,7,9.822423,tt0112682,/eVo6ewq4akfyJYy3GXkMsLNzEJc.jpg,6.825516037490705,Science Fiction
28,The City of Lost Children,1995,308,7,9.822423,tt0112682,/eVo6ewq4akfyJYy3GXkMsLNzEJc.jpg,6.825516037490705,Adventure
30,Dangerous Minds,1995,249,6,9.481338,tt0112792,/y5Jee3QmYOlpqfaPPbfvtdVc5wj.jpg,5.909280865094775,Drama
30,Dangerous Minds,1995,249,6,9.481338,tt0112792,/y5Jee3QmYOlpqfaPPbfvtdVc5wj.jpg,5.909280865094775,Crime
31,Twelve Monkeys,1995,2470,7,12.297305,tt0114746,/6Sj9wDu3YugthXsU0Vry5XFAZGg.jpg,6.9761687239703765,Science Fiction
31,Twelve Monkeys,1995,2470,7,12.297305,tt0114746,/6Sj9wDu3YugthXsU0Vry5XFAZGg.jpg,6.9761687239703765,Thriller
31,Twelve Monkeys,1995,2470,7,12.297305,tt0114746,/6Sj9wDu3YugthXsU0Vry5XFAZGg.jpg,6.9761687239703765,Mystery
33,Babe,1995,756,6,14.404764000000002,tt0112431,/gN6X3fwPya8pLffk9OEWV3DqBnE.jpg,5.9675018795212935,Fantasy
33,Babe,1995,756,6,14.404764000000002,tt0112431,/gN6X3fwPya8pLffk9OEWV3DqBnE.jpg,5.9675018795212935,Drama
33,Babe,1995,756,6,14.404764000000002,tt0112431,/gN6X3fwPya8pLffk9OEWV3DqBnE.jpg,5.9675018795212935,Comedy
33,Babe,1995,756,6,14.404764000000002,tt0112431,/gN6X3fwPya8pLffk9OEWV3DqBnE.jpg,5.9675018795212935,Family
35,Dead Man Walking,1995,350,7,6.891317,tt0112818,/y19uRkAHXOHLeySuBVMqnvVnsrA.jpg,6.844600220890159,Drama
37,It Takes Two,1995,149,6,7.777735000000002,tt0113442,/l67WJL3Mjce1yoEgL4HheR5v75D.jpg,5.859707567332357,Comedy
37,It Takes Two,1995,149,6,7.777735000000002,tt0113442,/l67WJL3Mjce1yoEgL4HheR5v75D.jpg,5.859707567332357,Family
37,It Takes Two,1995,149,6,7.777735000000002,tt0113442,/l67WJL3Mjce1yoEgL4HheR5v75D.jpg,5.859707567332357,Romance
38,Clueless,1995,828,6,9.882383,tt0112697,/i8gEHh2sszB6YWLC0jl559sxAeN.jpg,5.970216339700488,Comedy
38,Clueless,1995,828,6,9.882383,tt0112697,/i8gEHh2sszB6YWLC0jl559sxAeN.jpg,5.970216339700488,Drama
38,Clueless,1995,828,6,9.882383,tt0112697,/i8gEHh2sszB6YWLC0jl559sxAeN.jpg,5.970216339700488,Romance
40,Richard III,1995,50,6,4.561387,tt0114279,/e8nuS9GQoSFaqld4hW5erk2ccag.jpg,5.694362914545492,Drama
40,Richard III,1995,50,6,4.561387,tt0114279,/e8nuS9GQoSFaqld4hW5erk2ccag.jpg,5.694362914545492,War
41,Dead Presidents,1995,80,6,9.87957,tt0112819,/2dLyvXVvJXUR9otoqERkYpao1bB.jpg,5.7747937265072045,Action
41,Dead Presidents,1995,80,6,9.87957,tt0112819,/2dLyvXVvJXUR9otoqERkYpao1bB.jpg,5.7747937265072045,Crime
41,Dead Presidents,1995,80,6,9.87957,tt0112819,/2dLyvXVvJXUR9otoqERkYpao1bB.jpg,5.7747937265072045,Drama
41,Dead Presidents,1995,80,6,9.87957,tt0112819,/2dLyvXVvJXUR9otoqERkYpao1bB.jpg,5.7747937265072045,History
43,Mortal Kombat,1995,452,5,10.870138,tt0113855,/bdXWixjWVA7Y03PvW74xufrROiJ.jpg,5.017132684818564,Action
43,Mortal Kombat,1995,452,5,10.870138,tt0113855,/bdXWixjWVA7Y03PvW74xufrROiJ.jpg,5.017132684818564,Fantasy
44,To Die For,1995,177,6,10.448481,tt0114681,/zCREx8trzejNieDLUsRuwLU0cS3.jpg,5.878324572615267,Fantasy
44,To Die For,1995,177,6,10.448481,tt0114681,/zCREx8trzejNieDLUsRuwLU0cS3.jpg,5.878324572615267,Drama
44,To Die For,1995,177,6,10.448481,tt0114681,/zCREx8trzejNieDLUsRuwLU0cS3.jpg,5.878324572615267,Comedy
44,To Die For,1995,177,6,10.448481,tt0114681,/zCREx8trzejNieDLUsRuwLU0cS3.jpg,5.878324572615267,Thriller
45,How To Make An American Quilt,1995,38,6,4.485958,tt0113347,/wnWAZHbjX5Wj6hyb0gGmFdMADZk.jpg,5.6434234003030745,Drama
45,How To Make An American Quilt,1995,38,6,4.485958,tt0113347,/wnWAZHbjX5Wj6hyb0gGmFdMADZk.jpg,5.6434234003030745,Romance
46,Se7en,1995,5915,8,18.45743,tt0114369,/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg,7.984253905668487,Crime
46,Se7en,1995,5915,8,18.45743,tt0114369,/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg,7.984253905668487,Mystery
46,Se7en,1995,5915,8,18.45743,tt0114369,/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg,7.984253905668487,Thriller
47,Pocahontas,1995,1509,6,13.280069,tt0114148,/qk95miOV8wDABbO5gyCpCrvbVFu.jpg,5.9833612993012455,Adventure
47,Pocahontas,1995,1509,6,13.280069,tt0114148,/qk95miOV8wDABbO5gyCpCrvbVFu.jpg,5.9833612993012455,Animation
47,Pocahontas,1995,1509,6,13.280069,tt0114148,/qk95miOV8wDABbO5gyCpCrvbVFu.jpg,5.9833612993012455,Drama
47,Pocahontas,1995,1509,6,13.280069,tt0114148,/qk95miOV8wDABbO5gyCpCrvbVFu.jpg,5.9833612993012455,Family
49,The Usual Suspects,1995,3334,8,16.302466,tt0114814,/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg,7.972187198581301,Drama
49,The Usual Suspects,1995,3334,8,16.302466,tt0114814,/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg,7.972187198581301,Crime
49,The Usual Suspects,1995,3334,8,16.302466,tt0114814,/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg,7.972187198581301,Thriller
51,Mighty Aphrodite,1995,145,6,15.899134,tt0113819,/2NcPyb9vPehZ0aOjYayDAW1XeVy.jpg,5.856572540904031,Comedy
51,Mighty Aphrodite,1995,145,6,15.899134,tt0113819,/2NcPyb9vPehZ0aOjYayDAW1XeVy.jpg,5.856572540904031,Romance
53,The Big Green,1995,41,5,5.982764,tt0112499,/erWfSEcjO4LG69Tlm2mED5JMSqH.jpg,5.1110197976242855,Action
53,The Big Green,1995,41,5,5.982764,tt0112499,/erWfSEcjO4LG69Tlm2mED5JMSqH.jpg,5.1110197976242855,Adventure
53,The Big Green,1995,41,5,5.982764,tt0112499,/erWfSEcjO4LG69Tlm2mED5JMSqH.jpg,5.1110197976242855,Comedy
53,The Big Green,1995,41,5,5.982764,tt0112499,/erWfSEcjO4LG69Tlm2mED5JMSqH.jpg,5.1110197976242855,Family
56,Home for the Holidays,1995,39,6,8.416802,tt0113321,/97EKLaslQ4gzkvALtqGCDOmsGHk.jpg,5.648308011257828,Comedy
56,Home for the Holidays,1995,39,6,8.416802,tt0113321,/97EKLaslQ4gzkvALtqGCDOmsGHk.jpg,5.648308011257828,Drama
56,Home for the Holidays,1995,39,6,8.416802,tt0113321,/97EKLaslQ4gzkvALtqGCDOmsGHk.jpg,5.648308011257828,Romance
57,The Postman,1994,181,7,10.168437,tt0110877,/qkq2JfINRQi4Iu9VTMMtQFfmGWZ.jpg,6.722448766613122,Comedy
57,The Postman,1994,181,7,10.168437,tt0110877,/qkq2JfINRQi4Iu9VTMMtQFfmGWZ.jpg,6.722448766613122,Drama
57,The Postman,1994,181,7,10.168437,tt0110877,/qkq2JfINRQi4Iu9VTMMtQFfmGWZ.jpg,6.722448766613122,Romance
59,The Indian in the Cupboard,1995,136,5,10.673296,tt0113419,/l16BtfILyWxYwSqzofL3V1rMSwe.jpg,5.048979322481302,Adventure
59,The Indian in the Cupboard,1995,136,5,10.673296,tt0113419,/l16BtfILyWxYwSqzofL3V1rMSwe.jpg,5.048979322481302,Family
59,The Indian in the Cupboard,1995,136,5,10.673296,tt0113419,/l16BtfILyWxYwSqzofL3V1rMSwe.jpg,5.048979322481302,Fantasy
60,Eye for an Eye,1996,65,5,4.733526,tt0116260,/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,5.084105907291125,Drama
60,Eye for an Eye,1996,65,5,4.733526,tt0116260,/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,5.084105907291125,Thriller
61,Mr. Holland's Opus,1995,115,6,7.137117,tt0113862,/jYEKdpVvRV3KdyHMUVYyg0KTVSY.jpg,5.827694529005513,Music
61,Mr. Holland's Opus,1995,115,6,7.137117,tt0113862,/jYEKdpVvRV3KdyHMUVYyg0KTVSY.jpg,5.827694529005513,Drama
61,Mr. Holland's Opus,1995,115,6,7.137117,tt0113862,/jYEKdpVvRV3KdyHMUVYyg0KTVSY.jpg,5.827694529005513,Family
62,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,192,6,11.700115,tt0116126,/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg,5.886400375317794,Comedy
64,Bio-Dome,1996,110,4,6.387469,tt0115683,/1bAUaipv3gDU1pATGwziyq1VTwZ.jpg,4.29393392237376,Comedy
67,French Twist,1995,43,6,2.518051,tt0113149,/dDB8mMKRL28gHsRcGPoMQYrzaXg.jpg,5.666577724958719,Comedy
67,French Twist,1995,43,6,2.518051,tt0113149,/dDB8mMKRL28gHsRcGPoMQYrzaXg.jpg,5.666577724958719,Romance
68,Friday,1995,513,7,14.56965,tt0113118,/kkoGT4bnK5oGiNbzGGcXzrXMSxn.jpg,6.8909076504969295,Comedy
69,From Dusk Till Dawn,1996,1644,6,15.339153,tt0116367,/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,5.984699931359847,Horror
69,From Dusk Till Dawn,1996,1644,6,15.339153,tt0116367,/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,5.984699931359847,Action
69,From Dusk Till Dawn,1996,1644,6,15.339153,tt0116367,/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,5.984699931359847,Thriller
69,From Dusk Till Dawn,1996,1644,6,15.339153,tt0116367,/ce0d4kM5KxT4x1Oq8JkSuNYevri.jpg,5.984699931359847,Crime
70,Fair Game,1995,54,4,5.912223,tt0113010,/ew0LrIN5fpxdimrErEy9Yry3Nn2.jpg,4.480982782066151,Action
70,Fair Game,1995,54,4,5.912223,tt0113010,/ew0LrIN5fpxdimrErEy9Yry3Nn2.jpg,4.480982782066151,Thriller
70,Fair Game,1995,54,4,5.912223,tt0113010,/ew0LrIN5fpxdimrErEy9Yry3Nn2.jpg,4.480982782066151,Romance
71,Kicking and Screaming,1995,36,7,3.3672760000000004,tt0113537,/urPxxjylNUHmoNcGkMgHStMTxhF.jpg,6.147521211740305,Comedy
71,Kicking and Screaming,1995,36,7,3.3672760000000004,tt0113537,/urPxxjylNUHmoNcGkMgHStMTxhF.jpg,6.147521211740305,Drama
71,Kicking and Screaming,1995,36,7,3.3672760000000004,tt0113537,/urPxxjylNUHmoNcGkMgHStMTxhF.jpg,6.147521211740305,Romance
75,Screamers,1995,154,6,12.758848,tt0114367,/aFEs7D7IQ2IehTsniRIojDkiDl6.jpg,5.863438749052242,Horror
75,Screamers,1995,154,6,12.758848,tt0114367,/aFEs7D7IQ2IehTsniRIojDkiDl6.jpg,5.863438749052242,Science Fiction
77,The Crossing Guard,1995,74,6,5.756462,tt0112744,/mMXL84GqES2HYpJ0Zt18I7m6mfU.jpg,5.762282266868717,Drama
77,The Crossing Guard,1995,74,6,5.756462,tt0112744,/mMXL84GqES2HYpJ0Zt18I7m6mfU.jpg,5.762282266868717,Thriller
78,The Juror,1996,91,5,6.010579,tt0116731,/7aXOB0DyZPxNOYbaQ2oiNn64jm3.jpg,5.066611878574571,Drama
78,The Juror,1996,91,5,6.010579,tt0116731,/7aXOB0DyZPxNOYbaQ2oiNn64jm3.jpg,5.066611878574571,Thriller
80,Things to Do in Denver When You're Dead,1995,87,6,4.486179,tt0114660,/ysKIolKO0376Nl5DV1fDAAPudEq.jpg,5.787822188610095,Drama
80,Things to Do in Denver When You're Dead,1995,87,6,4.486179,tt0114660,/ysKIolKO0376Nl5DV1fDAAPudEq.jpg,5.787822188610095,Crime
85,White Squall,1996,86,6,9.568604,tt0118158,/3a5nomeyzJF4gG26HouCtce99ki.jpg,5.7860540401818445,Action
85,White Squall,1996,86,6,9.568604,tt0118158,/3a5nomeyzJF4gG26HouCtce99ki.jpg,5.7860540401818445,Drama
86,Dunston Checks In,1996,59,5,4.814825,tt0116151,/lXSWbUA3T2o792SYdbfFKFTcSC1.jpg,5.089532094858294,Adventure
86,Dunston Checks In,1996,59,5,4.814825,tt0116151,/lXSWbUA3T2o792SYdbfFKFTcSC1.jpg,5.089532094858294,Comedy
86,Dunston Checks In,1996,59,5,4.814825,tt0116151,/lXSWbUA3T2o792SYdbfFKFTcSC1.jpg,5.089532094858294,Family
87,Black Sheep,1996,124,6,8.963037,tt0115697,/2wsaboVhKXpsLchoaXi0oWmQ7xM.jpg,5.837509397606465,Comedy
88,Nick of Time,1995,190,6,6.848591000000001,tt0113972,/3kYcyD9yAjdjimYlIiGPfdMVbZb.jpg,5.885386092954559,Crime
88,Nick of Time,1995,190,6,6.848591000000001,tt0113972,/3kYcyD9yAjdjimYlIiGPfdMVbZb.jpg,5.885386092954559,Drama
88,Nick of Time,1995,190,6,6.848591000000001,tt0113972,/3kYcyD9yAjdjimYlIiGPfdMVbZb.jpg,5.885386092954559,Thriller
90,Mary Reilly,1996,77,5,12.866139,tt0117002,/Oesh4pN5J2ing4flkgkiVdxILP.jpg,5.075013376773166,Drama
90,Mary Reilly,1996,77,5,12.866139,tt0117002,/Oesh4pN5J2ing4flkgkiVdxILP.jpg,5.075013376773166,Horror
90,Mary Reilly,1996,77,5,12.866139,tt0117002,/Oesh4pN5J2ing4flkgkiVdxILP.jpg,5.075013376773166,Thriller
90,Mary Reilly,1996,77,5,12.866139,tt0117002,/Oesh4pN5J2ing4flkgkiVdxILP.jpg,5.075013376773166,Romance
91,Vampire in Brooklyn,1995,113,4,9.071127,tt0114825,/bH1v8z12ZU7Y6zANgU1B00a86Co.jpg,4.287935270896743,Comedy
91,Vampire in Brooklyn,1995,113,4,9.071127,tt0114825,/bH1v8z12ZU7Y6zANgU1B00a86Co.jpg,4.287935270896743,Horror
91,Vampire in Brooklyn,1995,113,4,9.071127,tt0114825,/bH1v8z12ZU7Y6zANgU1B00a86Co.jpg,4.287935270896743,Romance
92,Beautiful Girls,1996,103,6,4.670562,tt0115639,/8leYqrAL6EubYjOCZuO6ELPdLYe.jpg,5.8126020789913975,Comedy
92,Beautiful Girls,1996,103,6,4.670562,tt0115639,/8leYqrAL6EubYjOCZuO6ELPdLYe.jpg,5.8126020789913975,Drama
92,Beautiful Girls,1996,103,6,4.670562,tt0115639,/8leYqrAL6EubYjOCZuO6ELPdLYe.jpg,5.8126020789913975,Romance
93,Broken Arrow,1996,459,5,14.957626,tt0115759,/avqUG5RYB93rwSUNL5r16Vtbc9g.jpg,5.016889421545277,Action
93,Broken Arrow,1996,459,5,14.957626,tt0115759,/avqUG5RYB93rwSUNL5r16Vtbc9g.jpg,5.016889421545277,Adventure
93,Broken Arrow,1996,459,5,14.957626,tt0115759,/avqUG5RYB93rwSUNL5r16Vtbc9g.jpg,5.016889421545277,Drama
93,Broken Arrow,1996,459,5,14.957626,tt0115759,/avqUG5RYB93rwSUNL5r16Vtbc9g.jpg,5.016889421545277,Thriller
95,La Haine,1995,695,7,12.108196,tt0113247,/jTzBED0leGPwWDqNewye11qzJgd.jpg,6.918143326230206,Drama
98,City Hall,1996,67,6,4.8072230000000005,tt0115907,/ttdjD9NpxXsTJidPT3o1Gk0oTkG.jpg,5.745806780414072,Drama
98,City Hall,1996,67,6,4.8072230000000005,tt0115907,/ttdjD9NpxXsTJidPT3o1Gk0oTkG.jpg,5.745806780414072,Thriller
99,Bottle Rocket,1996,285,6,6.904831,tt0115734,/iuO10cRKrMfql5yc8YTgdfHt7gR.jpg,5.919518761196933,Comedy
99,Bottle Rocket,1996,285,6,6.904831,tt0115734,/iuO10cRKrMfql5yc8YTgdfHt7gR.jpg,5.919518761196933,Crime
99,Bottle Rocket,1996,285,6,6.904831,tt0115734,/iuO10cRKrMfql5yc8YTgdfHt7gR.jpg,5.919518761196933,Drama
102,Happy Gilmore,1996,767,6,9.592265,tt0116483,/pG5edeKkntnt5A799Y0UNI5hi9W.jpg,5.9679481708137585,Comedy
103,The Bridges of Madison County,1995,397,7,5.951077,tt0112579,/czRuGEx9Yhnh6nApirTLPToxHNu.jpg,6.861546368496105,Drama
103,The Bridges of Madison County,1995,397,7,5.951077,tt0112579,/czRuGEx9Yhnh6nApirTLPToxHNu.jpg,6.861546368496105,Romance
105,Muppet Treasure Island,1996,93,6,6.902423,tt0117110,/5A8gKzOrF9Z7tSUX6xd5dEx4NXf.jpg,5.797846337179696,Action
105,Muppet Treasure Island,1996,93,6,6.902423,tt0117110,/5A8gKzOrF9Z7tSUX6xd5dEx4NXf.jpg,5.797846337179696,Comedy
